customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,num_support_calls,churn
1527,40,42.01,3474.06,Month-to-month,Fiber optic,Yes,Electronic check,1,0
1528,21,55.05,4293.63,Two year,DSL,Yes,Mailed check,1,0
1529,15,57.25,3826.33,Two year,DSL,No,Mailed check,3,0
1530,26,26.87,3125.88,Month-to-month,Fiber optic,Yes,Credit card,0,1
1531,8,56.96,7101.65,One year,DSL,No,Credit card,0,1
1532,42,66.42,7153.59,Month-to-month,Fiber optic,Yes,Mailed check,3,0
1533,44,92.27,2699.81,Two year,DSL,Yes,Mailed check,3,0
1534,14,85.67,4928.26,Month-to-month,DSL,No,Mailed check,3,1
1535,2,90.88,7416.72,Month-to-month,Fiber optic,No,Electronic check,1,1
1536,37,20.84,7697.23,Month-to-month,Fiber optic,No,Electronic check,1,1
1537,69,41.77,4081.49,Month-to-month,Fiber optic,No,Electronic check,0,1
1538,38,86.17,3633.54,Two year,DSL,No,Electronic check,1,0
1539,41,68.4,2243.98,Month-to-month,No,No,Electronic check,0,1
1540,62,20.53,7671.8,One year,Fiber optic,No,Electronic check,1,0
1541,60,100.45,1159.66,Month-to-month,Fiber optic,Yes,Credit card,3,1
1542,14,97.28,4647.04,Two year,Fiber optic,No,Bank transfer,3,0
1543,2,74.84,2274.75,Month-to-month,DSL,No,Credit card,2,1
1544,70,26.65,2246.49,Month-to-month,No,No,Bank transfer,0,1
1545,17,96.65,3251.65,Month-to-month,Fiber optic,Yes,Credit card,2,0
1546,28,78.37,7990.37,One year,Fiber optic,Yes,Credit card,1,0
1547,66,98.2,458.63,Month-to-month,DSL,No,Electronic check,1,1
1548,35,95.17,4636.76,Month-to-month,No,Yes,Electronic check,2,0
1549,5,100.3,678.93,Month-to-month,Fiber optic,No,Bank transfer,2,1
1550,65,71.8,1253.08,One year,DSL,Yes,Bank transfer,3,0
1551,40,34.03,3527.71,Month-to-month,DSL,No,Electronic check,0,0
1552,56,87.12,4093.47,One year,No,Yes,Credit card,1,0
1553,36,82.05,2085.16,Month-to-month,Fiber optic,No,Bank transfer,0,1
1554,45,94.23,2545.33,Two year,Fiber optic,Yes,Mailed check,3,0
1555,23,36.99,714.0,Two year,Fiber optic,No,Mailed check,1,0
1556,47,39.5,2439.69,Month-to-month,Fiber optic,No,Mailed check,0,1
1557,31,109.04,7733.14,Month-to-month,Fiber optic,Yes,Bank transfer,0,0
1558,11,95.0,7558.76,Month-to-month,DSL,No,Electronic check,1,1
1559,10,110.82,2692.33,Month-to-month,Fiber optic,Yes,Electronic check,2,1
1560,67,95.87,4575.41,Month-to-month,No,Yes,Electronic check,0,0
1561,14,79.72,7278.57,One year,DSL,No,Bank transfer,3,0
1562,10,85.41,69.35,Month-to-month,Fiber optic,No,Bank transfer,1,1
1563,1,108.91,6489.25,Two year,Fiber optic,Yes,Mailed check,3,0
1564,5,77.88,7587.99,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
1565,20,83.24,748.78,One year,No,Yes,Mailed check,0,0
1566,8,35.65,1308.35,Month-to-month,Fiber optic,No,Mailed check,3,1
1567,43,67.39,7686.76,Month-to-month,DSL,Yes,Electronic check,2,1
1568,1,91.64,4309.57,Month-to-month,No,No,Bank transfer,1,1
1569,57,47.09,133.29,Month-to-month,Fiber optic,No,Electronic check,2,1
1570,64,40.23,2075.9,Month-to-month,No,Yes,Electronic check,2,0
1571,28,51.38,3610.55,One year,Fiber optic,Yes,Bank transfer,3,0
1572,37,44.15,5549.41,Two year,No,No,Bank transfer,1,0
1573,47,41.49,5870.62,Month-to-month,DSL,Yes,Credit card,1,1
1574,37,62.49,7963.46,Month-to-month,DSL,Yes,Mailed check,0,0
1575,49,110.78,2314.34,Month-to-month,No,Yes,Credit card,2,1
1576,44,70.71,4315.0,Month-to-month,DSL,No,Mailed check,4,1
1577,56,38.79,4275.92,Month-to-month,DSL,No,Mailed check,1,1
1578,28,27.7,3257.05,One year,Fiber optic,Yes,Mailed check,3,0
1579,6,89.62,1369.91,Two year,No,Yes,Electronic check,1,0
1580,61,58.28,7820.1,Two year,DSL,No,Electronic check,1,0
1581,20,102.18,6829.47,Month-to-month,No,No,Bank transfer,2,1
1582,2,85.95,3996.7,Two year,Fiber optic,No,Mailed check,2,1
1583,37,99.62,4833.9,One year,Fiber optic,No,Mailed check,0,0
1584,20,47.19,1833.54,Month-to-month,No,No,Mailed check,3,1
1585,26,89.24,4359.42,Month-to-month,Fiber optic,No,Electronic check,1,1
1586,29,46.41,5565.86,Two year,DSL,Yes,Bank transfer,3,0
1587,1,113.91,4131.03,Month-to-month,DSL,Yes,Electronic check,3,1
1588,35,83.64,7922.48,Month-to-month,Fiber optic,No,Credit card,2,1
1589,70,52.45,4898.51,Month-to-month,Fiber optic,No,Credit card,2,1
1590,59,46.95,2980.37,One year,No,No,Credit card,1,0
1591,69,39.09,6181.77,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
1592,33,89.46,1380.29,Two year,Fiber optic,No,Credit card,2,1
1593,51,41.87,3088.44,One year,Fiber optic,No,Bank transfer,2,0
1594,12,79.53,2788.73,One year,DSL,Yes,Electronic check,1,0
1595,20,46.46,3465.82,Month-to-month,DSL,No,Electronic check,1,1
1596,53,86.2,6258.6,One year,No,No,Bank transfer,2,0
1597,43,101.49,3883.7,Month-to-month,DSL,No,Electronic check,1,1
1598,50,97.8,6356.24,Month-to-month,DSL,No,Electronic check,4,1
1599,29,96.09,4620.38,Month-to-month,Fiber optic,No,Bank transfer,2,1
1600,57,38.77,2749.71,Month-to-month,Fiber optic,No,Credit card,3,1
1601,39,28.84,6483.63,One year,No,Yes,Bank transfer,1,0
1602,56,89.89,1921.55,Month-to-month,DSL,Yes,Mailed check,0,1
1603,43,56.83,1810.58,Month-to-month,DSL,No,Electronic check,2,1
1604,50,63.23,4045.93,Month-to-month,DSL,No,Bank transfer,1,1
1605,23,23.11,2101.58,Two year,Fiber optic,No,Electronic check,3,0
1606,44,45.96,92.51,One year,Fiber optic,No,Credit card,3,0
1607,38,23.37,5193.41,One year,Fiber optic,Yes,Electronic check,0,0
1608,23,107.92,4098.53,Month-to-month,No,No,Bank transfer,0,1
1609,45,44.34,3575.23,Month-to-month,No,Yes,Credit card,0,1
1610,52,75.73,7736.41,Two year,DSL,No,Credit card,5,1
1611,50,23.9,4578.17,Month-to-month,Fiber optic,No,Credit card,4,1
1612,8,86.68,6910.18,Month-to-month,Fiber optic,No,Mailed check,3,1
1613,1,52.3,1132.81,One year,No,Yes,Bank transfer,1,0
1614,8,109.79,4562.27,Month-to-month,No,Yes,Bank transfer,1,1
1615,29,108.81,6946.48,Two year,DSL,No,Credit card,2,0
1616,5,52.53,4673.18,Month-to-month,Fiber optic,No,Electronic check,1,1
1617,47,110.1,5749.75,Month-to-month,Fiber optic,No,Credit card,0,1
1618,34,119.62,2988.91,Month-to-month,DSL,Yes,Mailed check,1,1
1619,65,102.54,757.75,Month-to-month,DSL,No,Credit card,1,1
1620,55,104.49,3674.04,Two year,Fiber optic,No,Bank transfer,0,0
1621,43,44.9,3167.95,One year,Fiber optic,Yes,Credit card,2,0
1622,30,77.67,6939.14,Month-to-month,DSL,No,Electronic check,3,1
1623,17,26.73,1967.08,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
1624,26,29.49,7734.54,One year,DSL,No,Electronic check,6,1
1625,8,119.89,7665.94,One year,Fiber optic,No,Credit card,2,1
1626,47,52.66,1996.1,Month-to-month,DSL,No,Bank transfer,2,1
1627,46,94.82,2797.45,Month-to-month,DSL,No,Mailed check,5,1
1628,68,100.67,7166.53,Month-to-month,Fiber optic,No,Bank transfer,2,1
1629,33,105.8,7733.65,One year,DSL,Yes,Electronic check,1,0
1630,1,119.76,3558.64,Two year,Fiber optic,No,Bank transfer,1,0
1631,19,44.15,2581.56,Month-to-month,DSL,No,Mailed check,2,1
1632,31,24.04,4218.23,One year,Fiber optic,Yes,Mailed check,0,0
1633,14,61.12,5508.4,Month-to-month,DSL,Yes,Mailed check,3,1
1634,53,33.01,2202.33,Month-to-month,Fiber optic,No,Mailed check,3,1
1635,48,22.24,5897.06,Month-to-month,Fiber optic,Yes,Electronic check,1,1
1636,69,56.04,432.23,Two year,DSL,Yes,Bank transfer,1,0
1637,62,98.37,413.37,Month-to-month,Fiber optic,No,Credit card,3,0
1638,66,76.62,3102.58,Month-to-month,DSL,Yes,Mailed check,3,1
1639,64,51.28,2840.72,Month-to-month,Fiber optic,No,Credit card,1,1
1640,70,85.43,2538.75,Month-to-month,DSL,Yes,Credit card,1,1
1641,63,43.2,3938.34,Month-to-month,Fiber optic,No,Bank transfer,3,1
1642,33,21.44,2579.45,One year,Fiber optic,No,Credit card,3,1
1643,41,96.44,1554.22,Month-to-month,No,No,Credit card,0,1
1644,48,82.37,2489.57,One year,Fiber optic,Yes,Electronic check,1,0
1645,13,96.23,7799.74,Month-to-month,Fiber optic,No,Credit card,3,1
1646,31,23.89,3300.69,Month-to-month,Fiber optic,No,Bank transfer,1,1
1647,68,103.71,3568.81,Month-to-month,No,No,Credit card,3,1
1648,4,81.95,4620.83,Month-to-month,Fiber optic,Yes,Bank transfer,0,1
1649,19,76.34,7867.06,Month-to-month,DSL,Yes,Mailed check,1,0
1650,70,82.46,1947.98,Month-to-month,No,No,Credit card,3,1
1651,13,106.44,5456.63,One year,Fiber optic,Yes,Credit card,0,0
1652,23,78.69,5733.56,One year,No,No,Credit card,3,0
1653,1,78.1,4866.45,Month-to-month,No,Yes,Mailed check,0,1
1654,54,119.07,726.86,Month-to-month,DSL,No,Electronic check,1,1
1655,71,95.67,5421.44,Month-to-month,Fiber optic,No,Credit card,2,1
1656,15,64.23,531.48,Month-to-month,DSL,No,Bank transfer,0,0
1657,65,90.74,4777.22,Month-to-month,DSL,No,Electronic check,0,0
1658,71,58.92,5921.86,Two year,DSL,No,Electronic check,0,0
1659,15,42.89,1703.54,Month-to-month,Fiber optic,No,Electronic check,1,1
1660,21,79.69,6736.14,Month-to-month,DSL,No,Credit card,2,1
1661,19,112.82,262.22,Month-to-month,DSL,No,Mailed check,1,1
1662,60,112.91,6753.63,Month-to-month,Fiber optic,No,Mailed check,1,1
1663,33,54.19,3693.43,One year,DSL,Yes,Credit card,0,0
1664,49,72.77,1756.35,Month-to-month,DSL,No,Bank transfer,0,1
1665,35,41.16,1087.55,Month-to-month,DSL,Yes,Bank transfer,2,0
1666,44,119.56,7627.39,One year,Fiber optic,No,Bank transfer,2,1
1667,11,118.11,599.87,Month-to-month,Fiber optic,No,Credit card,4,1
1668,66,84.95,1608.77,One year,DSL,No,Mailed check,0,0
1669,46,100.44,2795.62,One year,No,No,Credit card,5,1
1670,9,91.51,4969.47,Month-to-month,Fiber optic,No,Mailed check,3,1
1671,3,79.32,4367.51,One year,DSL,Yes,Electronic check,2,1
1672,26,25.33,1022.64,Month-to-month,DSL,No,Credit card,3,0
1673,48,65.48,2332.03,Month-to-month,Fiber optic,Yes,Mailed check,1,0
1674,66,87.48,1925.24,Month-to-month,Fiber optic,No,Electronic check,1,0
1675,70,87.75,1724.07,Month-to-month,DSL,Yes,Electronic check,2,0
1676,28,57.31,3300.93,One year,DSL,Yes,Credit card,3,0
1677,26,114.17,5638.17,Two year,No,No,Mailed check,1,0
1678,25,36.74,1755.27,Two year,DSL,Yes,Electronic check,2,0
1679,12,70.04,2946.1,One year,Fiber optic,No,Credit card,2,0
1680,5,89.09,3139.52,Month-to-month,No,Yes,Electronic check,1,0
1681,48,89.71,7812.12,Month-to-month,Fiber optic,No,Bank transfer,3,1
1682,37,84.86,7638.24,Month-to-month,DSL,No,Credit card,3,0
1683,44,47.53,6405.1,Month-to-month,Fiber optic,Yes,Electronic check,3,1
1684,15,35.62,1948.44,Month-to-month,DSL,Yes,Credit card,5,1
1685,43,83.59,562.94,Two year,Fiber optic,No,Credit card,2,0
1686,48,79.93,2548.9,Month-to-month,Fiber optic,Yes,Mailed check,0,0
1687,70,37.94,2149.02,Month-to-month,No,No,Mailed check,2,1
1688,46,90.51,4057.29,Month-to-month,No,Yes,Electronic check,1,1
1689,43,65.52,6226.27,Two year,No,Yes,Credit card,0,0
1690,21,86.78,6869.42,One year,No,No,Credit card,2,0
1691,23,103.74,6762.02,One year,Fiber optic,Yes,Bank transfer,2,0
1692,47,36.97,2890.21,Month-to-month,Fiber optic,No,Credit card,2,1
1693,15,21.91,5504.13,Two year,Fiber optic,Yes,Mailed check,3,0
1694,25,97.91,2516.42,Month-to-month,Fiber optic,Yes,Credit card,0,0
1695,36,80.97,506.03,Two year,No,No,Mailed check,3,0
1696,51,89.96,5618.49,Month-to-month,DSL,No,Bank transfer,0,1
1697,15,103.82,98.42,Month-to-month,No,No,Electronic check,1,1
1698,68,100.28,3285.28,Month-to-month,No,Yes,Mailed check,3,1
1699,21,116.09,2648.45,One year,No,No,Electronic check,0,0
1700,13,73.59,5553.15,Month-to-month,No,No,Electronic check,1,1
1701,19,68.85,6134.64,Two year,DSL,Yes,Electronic check,0,0
1702,34,60.19,2446.68,Month-to-month,DSL,No,Electronic check,0,1
1703,68,35.37,6496.78,Month-to-month,DSL,No,Mailed check,1,1
1704,52,77.26,2365.46,Month-to-month,DSL,Yes,Bank transfer,3,1
1705,27,47.7,3581.68,Month-to-month,Fiber optic,No,Credit card,1,1
1706,29,112.13,5821.61,Month-to-month,No,No,Mailed check,1,0
1707,28,78.32,5549.5,Month-to-month,No,Yes,Bank transfer,4,1
1708,35,79.28,7899.2,One year,Fiber optic,No,Credit card,2,1
1709,8,55.49,1816.78,Month-to-month,DSL,Yes,Electronic check,1,1
1710,16,25.2,5305.3,Two year,DSL,No,Credit card,1,0
1711,36,23.17,4885.26,One year,DSL,No,Credit card,0,1
1712,30,62.33,7322.49,Two year,Fiber optic,No,Bank transfer,3,0
1713,18,28.46,1267.77,Month-to-month,Fiber optic,No,Credit card,1,1
1714,2,80.68,6019.35,Month-to-month,DSL,Yes,Electronic check,4,0
1715,49,108.1,4554.78,Month-to-month,DSL,No,Mailed check,2,1
1716,4,108.29,2211.83,One year,DSL,No,Mailed check,2,0
1717,7,85.9,3805.99,Two year,Fiber optic,No,Bank transfer,3,1
1718,39,41.12,2683.54,Month-to-month,Fiber optic,No,Electronic check,1,1
1719,13,106.3,4642.92,Month-to-month,Fiber optic,Yes,Electronic check,3,1
1720,31,108.61,7114.22,Two year,Fiber optic,Yes,Credit card,0,0
1721,71,39.67,4563.05,Month-to-month,No,Yes,Bank transfer,6,1
1722,63,93.74,5061.14,One year,DSL,No,Electronic check,3,0
1723,56,48.65,4159.61,Month-to-month,Fiber optic,Yes,Electronic check,0,1
1724,42,100.26,428.3,Two year,Fiber optic,No,Electronic check,1,0
1725,61,119.72,1878.21,Month-to-month,Fiber optic,No,Mailed check,1,1
1726,42,23.0,3946.17,Month-to-month,No,Yes,Mailed check,1,1
1727,56,109.74,2495.68,One year,Fiber optic,No,Mailed check,2,1
1728,36,82.26,1470.47,Two year,Fiber optic,No,Credit card,0,1
1729,68,117.34,4042.98,Month-to-month,DSL,No,Credit card,1,1
1730,7,66.5,2596.02,Month-to-month,Fiber optic,Yes,Credit card,2,1
1731,54,104.74,2079.7,One year,DSL,Yes,Electronic check,1,0
1732,1,26.24,3722.6,Two year,DSL,Yes,Mailed check,5,0
1733,44,53.53,1083.61,Two year,Fiber optic,Yes,Electronic check,4,0
1734,45,26.7,7423.41,Two year,Fiber optic,No,Electronic check,2,1
1735,47,117.53,6944.26,Month-to-month,DSL,No,Bank transfer,1,1
1736,13,101.7,5666.81,Month-to-month,Fiber optic,Yes,Electronic check,3,1
1737,22,105.25,867.59,One year,Fiber optic,No,Credit card,2,0
1738,21,113.8,6211.5,Two year,DSL,No,Mailed check,2,0
1739,9,28.51,6467.5,Month-to-month,Fiber optic,Yes,Mailed check,2,1
1740,26,58.56,6146.76,Month-to-month,Fiber optic,Yes,Electronic check,6,1
1741,9,27.1,929.45,One year,Fiber optic,No,Credit card,1,1
1742,15,41.08,5158.39,Month-to-month,Fiber optic,No,Credit card,0,1
1743,10,42.94,6677.91,Month-to-month,DSL,No,Credit card,0,1
1744,42,66.91,4627.28,Month-to-month,Fiber optic,Yes,Mailed check,0,1
1745,24,46.86,5178.33,One year,No,Yes,Credit card,2,0
1746,49,30.1,3677.74,One year,Fiber optic,Yes,Credit card,4,0
1747,26,36.75,4239.08,Month-to-month,DSL,No,Electronic check,1,1
1748,37,34.73,294.33,One year,Fiber optic,No,Bank transfer,0,0
1749,68,117.31,5118.92,One year,No,Yes,Credit card,2,0
1750,50,95.93,669.95,Month-to-month,DSL,No,Electronic check,0,1
1751,24,116.78,3491.42,One year,No,No,Electronic check,0,0
1752,19,63.97,2355.39,Month-to-month,No,No,Credit card,2,0
1753,60,47.84,4372.52,Month-to-month,DSL,No,Bank transfer,0,0
1754,39,99.83,1084.66,Month-to-month,No,Yes,Mailed check,1,0
1755,18,52.63,5539.31,Month-to-month,Fiber optic,No,Bank transfer,1,1
1756,19,49.94,6364.19,Month-to-month,No,Yes,Credit card,3,0
1757,36,43.25,1323.57,Two year,Fiber optic,Yes,Bank transfer,1,0
1758,55,32.97,852.42,One year,Fiber optic,No,Electronic check,2,1
1759,69,45.65,1181.21,One year,Fiber optic,No,Electronic check,3,1
1760,47,55.53,7019.48,Month-to-month,Fiber optic,No,Bank transfer,1,1
1761,49,87.4,4234.95,Month-to-month,DSL,No,Mailed check,2,1
1762,33,26.26,3748.74,Month-to-month,Fiber optic,No,Bank transfer,2,0
1763,21,41.05,871.56,Month-to-month,DSL,No,Credit card,0,1
1764,22,100.9,5203.46,Month-to-month,DSL,Yes,Mailed check,4,0
1765,48,34.69,6946.64,One year,DSL,No,Bank transfer,3,0
1766,37,54.26,6628.92,Two year,Fiber optic,No,Bank transfer,3,0
1767,15,106.47,5015.92,Month-to-month,DSL,No,Mailed check,2,1
1768,35,35.49,620.72,Month-to-month,DSL,No,Bank transfer,3,1
1769,71,28.27,916.93,One year,DSL,No,Credit card,1,0
1770,32,68.45,413.49,Month-to-month,DSL,No,Electronic check,1,0
1771,11,50.24,2074.68,Two year,Fiber optic,No,Credit card,1,0
1772,10,76.34,1102.58,One year,No,No,Bank transfer,3,0
1773,57,100.38,2095.18,Two year,DSL,Yes,Electronic check,2,0
1774,25,33.71,3092.76,Month-to-month,No,No,Mailed check,2,1
1775,2,78.07,7545.0,One year,Fiber optic,No,Credit card,4,1
1776,64,70.55,4890.8,Month-to-month,Fiber optic,No,Mailed check,3,1
1777,35,34.41,6683.09,One year,Fiber optic,No,Electronic check,1,1
1778,7,82.4,5688.6,Month-to-month,No,No,Bank transfer,1,1
1779,18,47.36,917.77,Month-to-month,DSL,No,Electronic check,2,1
1780,67,68.78,5892.64,Month-to-month,Fiber optic,No,Electronic check,1,1
1781,42,28.23,2215.29,Month-to-month,Fiber optic,Yes,Mailed check,1,1
1782,39,65.96,5120.08,Two year,Fiber optic,No,Credit card,1,0
1783,41,50.65,2740.88,One year,No,No,Electronic check,0,1
1784,24,102.24,7981.42,One year,DSL,Yes,Bank transfer,1,0
1785,60,25.7,2123.14,Month-to-month,Fiber optic,No,Electronic check,2,1
1786,46,61.86,2247.46,One year,Fiber optic,No,Mailed check,2,0
1787,19,65.84,7446.76,Month-to-month,Fiber optic,No,Credit card,2,1
1788,68,92.5,216.66,Two year,DSL,Yes,Bank transfer,1,0
1789,42,77.43,5579.58,Two year,Fiber optic,Yes,Mailed check,4,0
1790,32,86.72,5808.1,Month-to-month,No,No,Electronic check,2,1
1791,39,97.7,6694.3,Two year,Fiber optic,Yes,Electronic check,1,0
1792,36,106.22,7796.03,Month-to-month,No,No,Credit card,0,1
1793,36,51.39,7805.3,Month-to-month,Fiber optic,Yes,Mailed check,1,0
1794,3,73.8,540.91,Month-to-month,DSL,No,Mailed check,0,1
1795,8,104.01,6578.28,Month-to-month,DSL,Yes,Credit card,1,0
1796,70,118.95,5177.55,One year,DSL,Yes,Bank transfer,1,0
1797,41,108.95,5185.79,Month-to-month,Fiber optic,No,Mailed check,3,1
1798,68,57.15,1044.23,Month-to-month,DSL,Yes,Credit card,2,0
1799,13,39.52,5208.49,One year,Fiber optic,No,Mailed check,2,0
1800,49,68.94,7860.21,One year,Fiber optic,No,Credit card,0,0
1801,60,94.16,7296.31,Two year,DSL,No,Electronic check,1,0
1802,2,69.26,3524.26,One year,DSL,No,Electronic check,2,1
1803,60,68.32,338.78,One year,DSL,Yes,Mailed check,1,0
1804,5,103.82,2911.1,Month-to-month,Fiber optic,Yes,Mailed check,1,1
1805,44,56.14,6614.59,Month-to-month,DSL,No,Electronic check,1,1
1806,27,105.98,5617.96,Month-to-month,DSL,No,Bank transfer,1,1
1807,32,60.68,3685.56,Month-to-month,No,No,Credit card,1,0
1808,21,52.82,459.71,One year,No,No,Bank transfer,1,0
1809,8,65.4,3426.62,Month-to-month,DSL,No,Bank transfer,0,1
1810,50,96.24,3762.82,One year,Fiber optic,Yes,Bank transfer,3,0
1811,67,32.6,7429.87,Month-to-month,Fiber optic,No,Electronic check,2,0
1812,44,39.64,5135.87,Month-to-month,Fiber optic,No,Mailed check,2,1
1813,58,115.14,2506.99,Month-to-month,Fiber optic,No,Bank transfer,3,1
1814,3,37.55,4212.04,Two year,DSL,No,Electronic check,1,0
1815,70,76.77,547.12,One year,Fiber optic,Yes,Credit card,1,0
1816,2,77.93,7781.09,Two year,Fiber optic,Yes,Mailed check,3,0
1817,44,68.96,2893.28,Month-to-month,DSL,No,Credit card,1,1
1818,2,84.47,3833.38,Two year,Fiber optic,No,Bank transfer,5,0
1819,35,42.98,2855.17,Month-to-month,Fiber optic,No,Mailed check,0,1
1820,30,75.27,5466.44,Month-to-month,DSL,Yes,Bank transfer,1,0
1821,8,57.22,5304.61,Two year,DSL,Yes,Mailed check,1,0
1822,22,86.17,5728.27,Month-to-month,Fiber optic,No,Bank transfer,2,1
1823,44,34.12,2159.78,One year,DSL,Yes,Credit card,2,0
1824,58,77.09,2539.03,Month-to-month,Fiber optic,No,Credit card,1,1
1825,36,38.53,1019.5,One year,DSL,No,Bank transfer,1,0
1826,69,47.86,5250.97,Two year,DSL,No,Mailed check,3,0
1827,31,41.87,337.58,Month-to-month,Fiber optic,Yes,Credit card,1,1
1828,47,38.28,4789.51,One year,Fiber optic,No,Mailed check,5,1
1829,55,102.57,6960.17,Month-to-month,No,Yes,Mailed check,1,1
1830,62,48.57,7128.84,One year,Fiber optic,Yes,Credit card,3,0
1831,30,112.71,3603.32,Month-to-month,DSL,Yes,Electronic check,3,0
1832,55,116.99,3685.24,Month-to-month,Fiber optic,Yes,Electronic check,1,1
1833,16,77.13,634.21,Month-to-month,Fiber optic,No,Mailed check,1,1
1834,12,34.3,5372.7,Month-to-month,DSL,Yes,Credit card,1,1
1835,17,57.45,6573.65,Two year,No,Yes,Electronic check,1,0
1836,16,99.77,1972.35,Month-to-month,DSL,No,Bank transfer,2,0
1837,12,56.74,3381.98,Month-to-month,No,Yes,Mailed check,3,0
1838,8,28.7,6713.94,Month-to-month,No,No,Electronic check,2,1
1839,3,75.68,7019.42,Month-to-month,Fiber optic,Yes,Credit card,0,1
1840,16,104.51,1960.58,One year,No,Yes,Credit card,0,0
1841,30,99.59,4413.55,Two year,Fiber optic,No,Mailed check,0,0
1842,23,37.51,1556.1,Month-to-month,DSL,Yes,Credit card,4,1
1843,5,87.28,832.99,Two year,Fiber optic,No,Bank transfer,0,0
1844,65,42.05,7290.74,One year,DSL,Yes,Bank transfer,0,1
1845,30,41.82,6567.65,Month-to-month,Fiber optic,Yes,Electronic check,1,0
1846,21,107.41,6085.08,One year,Fiber optic,Yes,Credit card,3,0
1847,70,44.97,409.16,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
1848,22,46.32,6752.96,One year,DSL,Yes,Mailed check,1,0
1849,32,20.07,3515.59,Two year,Fiber optic,No,Credit card,0,0
1850,33,107.07,2752.31,Month-to-month,No,No,Electronic check,1,1
1851,16,99.26,4380.88,Two year,DSL,Yes,Mailed check,2,0
1852,38,82.73,749.0,One year,Fiber optic,No,Mailed check,1,0
1853,14,95.03,6058.04,Month-to-month,DSL,No,Mailed check,1,1
1854,36,35.2,4667.83,One year,Fiber optic,No,Bank transfer,2,0
1855,23,65.83,1508.99,Month-to-month,DSL,No,Mailed check,1,1
1856,66,55.12,1522.09,Two year,Fiber optic,No,Bank transfer,1,1
1857,2,29.38,1490.3,One year,DSL,Yes,Mailed check,0,1
1858,65,68.61,474.88,Month-to-month,DSL,Yes,Bank transfer,2,1
1859,67,112.07,4710.63,Month-to-month,No,No,Credit card,0,1
1860,52,24.01,6725.98,One year,DSL,No,Bank transfer,3,0
1861,62,49.15,159.64,Month-to-month,Fiber optic,No,Bank transfer,1,1
1862,23,40.75,411.06,Month-to-month,DSL,No,Credit card,1,1
1863,26,43.81,4590.71,Month-to-month,Fiber optic,No,Mailed check,2,1
1864,68,110.84,6559.58,Month-to-month,Fiber optic,No,Credit card,0,1
1865,55,66.81,2627.38,Month-to-month,DSL,No,Mailed check,3,1
1866,6,66.63,2809.92,Month-to-month,DSL,No,Bank transfer,2,1
1867,35,96.06,4778.85,Month-to-month,Fiber optic,Yes,Mailed check,4,1
1868,22,35.45,2208.22,One year,Fiber optic,Yes,Bank transfer,1,0
1869,43,68.73,232.33,Month-to-month,Fiber optic,Yes,Mailed check,1,0
1870,15,63.0,5887.12,Month-to-month,Fiber optic,No,Bank transfer,2,0
1871,60,79.69,5012.69,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
1872,12,119.96,4654.43,One year,DSL,No,Electronic check,1,0
1873,49,96.94,5938.64,Month-to-month,DSL,Yes,Mailed check,2,1
1874,42,59.79,5408.34,Month-to-month,DSL,No,Mailed check,1,1
1875,38,102.76,1662.94,Month-to-month,DSL,Yes,Electronic check,1,0
1876,45,37.07,2832.8,Two year,DSL,Yes,Bank transfer,1,0
1877,35,23.05,1026.36,One year,Fiber optic,No,Bank transfer,4,1
1878,30,40.44,1056.26,One year,Fiber optic,No,Electronic check,3,0
1879,30,54.04,5416.04,One year,No,No,Electronic check,2,1
1880,6,71.06,6871.63,One year,DSL,No,Credit card,4,1
1881,67,81.51,7702.61,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
1882,7,111.06,5034.21,One year,No,Yes,Credit card,3,1
1883,52,70.99,1489.13,Month-to-month,Fiber optic,No,Mailed check,3,1
1884,14,70.13,863.09,One year,DSL,No,Credit card,3,0
1885,15,25.02,6506.55,One year,DSL,No,Electronic check,4,1
1886,21,23.49,4638.48,Month-to-month,DSL,No,Electronic check,1,1
1887,35,75.12,4953.91,Month-to-month,DSL,No,Electronic check,3,1
1888,66,63.82,6256.07,Month-to-month,Fiber optic,Yes,Electronic check,1,1
1889,2,103.92,5632.15,One year,DSL,No,Credit card,4,1
1890,35,36.07,6678.98,One year,DSL,No,Credit card,0,1
1891,20,22.5,468.59,Two year,Fiber optic,No,Credit card,4,0
1892,10,64.9,5985.21,Month-to-month,Fiber optic,Yes,Electronic check,4,1
1893,25,43.75,6809.81,One year,Fiber optic,Yes,Electronic check,2,1
1894,66,24.96,2303.36,One year,Fiber optic,Yes,Bank transfer,0,0
1895,25,92.46,5130.77,Two year,Fiber optic,Yes,Bank transfer,0,0
1896,54,31.16,2527.01,Month-to-month,DSL,No,Electronic check,2,1
1897,33,80.83,7664.61,Month-to-month,Fiber optic,Yes,Bank transfer,0,1
1898,36,48.1,286.72,One year,Fiber optic,Yes,Mailed check,2,0
1899,14,37.35,4646.75,One year,No,Yes,Mailed check,2,0
1900,65,57.98,1348.7,Two year,DSL,No,Electronic check,1,0
1901,54,100.14,5703.52,Month-to-month,Fiber optic,No,Credit card,1,1
